,0,1,2,3,4,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0,0.65228635,0.6522864,0.99620265,0.96036524,0.97787654,0.97787666,0.97787666,0.97787666,0.97787666,0.97787666,0.97787666,0.97787654,0.97739905,0.97739893,0.68246275,0.68246275,0.68246275,0.68246275,0.6824628,0.68246275,0.68246275,0.68246293,0.6824629,0.68246275,0.68246275,0.68246293,0.6824628,0.6824628,0.6824628,0.7634106,0.76341057,0.76341057,0.76341057,0.7634107,0.68246275
1,0.65228635,0,0,0.88887566,0.8530378,0.8705492,0.87054926,0.87054926,0.87054926,0.87054926,0.87054926,0.87054926,0.8705491,0.8700715,0.87007153,0.15758905,0.15758905,0.15758905,0.15758905,0.15758903,0.15758905,0.15758905,0.15758905,0.15758905,0.15758905,0.15758905,0.15758906,0.15758903,0.15758905,0.15758903,0.4881102,0.48811018,0.48811018,0.48811018,0.48811018,0.15758905
2,0.6522864,0,0,0.8888757,0.8530378,0.8705492,0.87054914,0.87054914,0.87054914,0.87054914,0.87054914,0.87054914,0.8705491,0.8700715,0.87007153,0.15758905,0.15758905,0.15758905,0.15758905,0.15758903,0.15758905,0.15758905,0.15758906,0.15758906,0.15758905,0.15758905,0.15758906,0.15758903,0.15758905,0.15758903,0.48811015,0.48811013,0.48811013,0.48811013,0.48811013,0.15758905
3,0.99620265,0.88887566,0.8888757,0,0.9345855,0.95209676,0.9520969,0.9520969,0.9520969,0.9520969,0.9520969,0.9520969,0.95209676,0.95161927,0.95161927,0.9190522,0.9190522,0.9190522,0.9190522,0.91905224,0.9190522,0.9190522,0.9190521,0.91905224,0.9190522,0.9190522,0.9190522,0.91905224,0.9190522,0.91905224,1,1,1,1,1,0.9190522
4,0.96036524,0.8530378,0.8530378,0.9345855,0,0.40429106,0.40429112,0.40429112,0.40429112,0.40429112,0.40429112,0.40429112,0.4042911,0.40381348,0.40381348,0.8832142,0.8832142,0.8832142,0.8832142,0.8832143,0.8832142,0.8832142,0.8832143,0.88321424,0.8832142,0.8832142,0.88321424,0.8832143,0.88321424,0.8832143,0.9641621,0.96416205,0.96416205,0.96416205,0.9641621,0.8832142
7,0.97787654,0.8705492,0.8705492,0.95209676,0.40429106,0,0,0,0,0,0,0,0,0.42132473,0.42132473,0.9007256,0.9007256,0.9007256,0.9007256,0.90072566,0.9007256,0.9007256,0.90072554,0.9007258,0.9007256,0.9007256,0.9007256,0.90072566,0.9007257,0.90072566,0.98167354,0.9816734,0.9816734,0.9816734,0.9816735,0.9007256
8,0.97787666,0.87054926,0.87054914,0.9520969,0.40429112,0,0,0,0,0,0,0,0,0.42132476,0.42132473,0.9007256,0.9007256,0.9007256,0.9007256,0.9007257,0.9007256,0.9007256,0.9007256,0.90072566,0.9007256,0.9007256,0.90072566,0.9007257,0.90072566,0.9007257,0.9816734,0.9816735,0.9816735,0.9816735,0.9816734,0.9007256
9,0.97787666,0.87054926,0.87054914,0.9520969,0.40429112,0,0,0,0,0,0,0,0,0.42132476,0.42132473,0.9007256,0.9007256,0.9007256,0.9007256,0.9007257,0.9007256,0.9007256,0.9007256,0.90072566,0.9007256,0.9007256,0.90072566,0.9007257,0.90072566,0.9007257,0.9816734,0.9816735,0.9816735,0.9816735,0.9816734,0.9007256
10,0.97787666,0.87054926,0.87054914,0.9520969,0.40429112,0,0,0,0,0,0,0,0,0.42132476,0.42132473,0.9007256,0.9007256,0.9007256,0.9007256,0.9007257,0.9007256,0.9007256,0.9007256,0.90072566,0.9007256,0.9007256,0.90072566,0.9007257,0.90072566,0.9007257,0.9816734,0.9816735,0.9816735,0.9816735,0.9816734,0.9007256
